1.000000000000000000e+00 2.401937238700897759e-01
2.000000000000000000e+00 4.331274267223117480e-01
3.000000000000000000e+00 5.679236493072664649e-01
4.000000000000000000e+00 6.580472673593595889e-01
5.000000000000000000e+00 7.193405813643130031e-01
6.000000000000000000e+00 7.627260757491918230e-01
7.000000000000000000e+00 7.947451389684606626e-01
8.000000000000000000e+00 8.192494103556203777e-01
9.000000000000000000e+00 8.385719740633852393e-01
1.000000000000000000e+01 8.541853083236820021e-01
1.100000000000000000e+01 8.670575683785078924e-01
1.200000000000000000e+01 8.778491285687365364e-01
1.300000000000000000e+01 8.870250067094791468e-01
1.400000000000000000e+01 8.949217609831466858e-01
1.500000000000000000e+01 9.017888123985715598e-01
1.600000000000000000e+01 9.078148458807511201e-01
1.700000000000000000e+01 9.131451913498908057e-01
1.800000000000000000e+01 9.178935743133017633e-01
1.900000000000000000e+01 9.221502492416028263e-01
2.000000000000000000e+01 9.259877485828847954e-01
2.100000000000000000e+01 9.294650234364107977e-01
2.200000000000000000e+01 9.326304766283620706e-01
2.300000000000000000e+01 9.355242186295599227e-01
2.400000000000000000e+01 9.381797688480593145e-01
2.500000000000000000e+01 9.406253549543541759e-01
2.600000000000000000e+01 9.428849167429357303e-01
2.700000000000000000e+01 9.449788899898247108e-01
2.800000000000000000e+01 9.469248245340952108e-01
2.900000000000000000e+01 9.487378760663743860e-01
3.000000000000000000e+01 9.504312007210902191e-01
