1.000000000000000000e+00 2.616641007149504983e-01 2.206867538762860917e-02
2.000000000000000000e+00 4.494850721124313830e-01 1.867490923269180328e-02
3.000000000000000000e+00 5.624284025411373511e-01 1.523993094512253108e-02
4.000000000000000000e+00 6.591117227544730506e-01 1.271731722568293817e-02
5.000000000000000000e+00 7.211382032578909085e-01 1.009034519481900871e-02
6.000000000000000000e+00 7.701204342333554109e-01 8.762119305057589069e-03
7.000000000000000000e+00 7.888147625670982599e-01 7.938514056039718686e-03
8.000000000000000000e+00 8.134743532234123276e-01 7.469532775072107271e-03
9.000000000000000000e+00 8.353609354052387026e-01 6.269752616778309813e-03
1.000000000000000000e+01 8.461367844240650360e-01 5.447314324608697536e-03
1.100000000000000000e+01 8.721768111005986368e-01 4.699588741298177559e-03
1.200000000000000000e+01 8.756047809017806216e-01 4.670759305512793037e-03
1.300000000000000000e+01 8.868437266427042776e-01 4.297109708540680466e-03
1.400000000000000000e+01 8.983520646997242842e-01 3.867336021752074398e-03
1.500000000000000000e+01 9.071278650426870538e-01 3.386021090793019713e-03
1.600000000000000000e+01 9.078652054272734473e-01 3.425233150402373031e-03
1.700000000000000000e+01 9.146835560860525627e-01 3.089507659263811962e-03
1.800000000000000000e+01 9.168123996287372846e-01 3.065113595438719550e-03
1.900000000000000000e+01 9.208056461594081865e-01 2.816114355505811191e-03
2.000000000000000000e+01 9.257749459516562140e-01 2.740190208998118711e-03
2.100000000000000000e+01 9.309763982676407812e-01 2.405060177499214642e-03
2.200000000000000000e+01 9.336025752504539810e-01 2.382440403682585615e-03
2.300000000000000000e+01 9.348770428491528506e-01 2.454218413755886521e-03
2.400000000000000000e+01 9.389900149035544930e-01 2.267459082240970859e-03
2.500000000000000000e+01 9.406283640647137290e-01 2.390124191936198687e-03
2.600000000000000000e+01 9.450834732489363788e-01 2.070037452277148290e-03
2.700000000000000000e+01 9.438595669933641519e-01 2.142620811551527397e-03
2.800000000000000000e+01 9.481175079654029503e-01 1.797273197922350440e-03
2.900000000000000000e+01 9.490581692083862597e-01 1.843869064578267580e-03
3.000000000000000000e+01 9.505489127125210658e-01 1.846586924390114688e-03
