1.000000000000000000e+00 4.315653917177167398e-02 2.361258535722644825e-02
2.000000000000000000e+00 -9.082570653882560824e-03 2.249063209044995654e-02
3.000000000000000000e+00 1.160602893876061803e-01 2.202781205852877636e-02
4.000000000000000000e+00 1.813097087779593775e-01 2.169336808466088007e-02
5.000000000000000000e+00 2.613241009496133360e-01 2.030755681958113304e-02
6.000000000000000000e+00 3.461803717951165704e-01 2.033324724836053574e-02
7.000000000000000000e+00 3.937052890796076121e-01 1.856936995619482000e-02
8.000000000000000000e+00 4.264192333200456098e-01 1.776317854376009003e-02
9.000000000000000000e+00 5.017699795658505657e-01 1.567562885369441078e-02
1.000000000000000000e+01 5.495209114318391208e-01 1.460302647317634865e-02
1.100000000000000000e+01 5.773353814783561688e-01 1.337784326768183367e-02
1.200000000000000000e+01 6.205000608688474584e-01 1.278302759975333616e-02
1.300000000000000000e+01 6.305668841273379677e-01 1.323393692706688329e-02
1.400000000000000000e+01 6.346951912218631309e-01 1.169999419005947339e-02
1.500000000000000000e+01 6.412526145673079769e-01 1.137468267307749879e-02
1.600000000000000000e+01 6.979536325457462720e-01 1.042771445643347547e-02
1.700000000000000000e+01 6.955038838687281899e-01 1.053902326448324239e-02
1.800000000000000000e+01 7.167261018782443704e-01 9.622797182052302695e-03
1.900000000000000000e+01 7.316512466377106394e-01 9.611099395113398280e-03
2.000000000000000000e+01 7.182882684039909593e-01 1.025476995932297040e-02
2.100000000000000000e+01 7.425621329387709357e-01 8.615664174222492644e-03
2.200000000000000000e+01 7.651690480231431168e-01 8.045431720741787890e-03
2.300000000000000000e+01 7.723442614455209299e-01 7.815120641201163398e-03
2.400000000000000000e+01 7.732322769480954872e-01 7.820229800671705742e-03
2.500000000000000000e+01 7.724523424545924888e-01 8.499651964967247161e-03
2.600000000000000000e+01 7.972404473520631196e-01 6.931166888683194631e-03
2.700000000000000000e+01 8.032009553577529326e-01 6.898237811083296651e-03
2.800000000000000000e+01 7.996614029437347781e-01 7.227892849857605814e-03
2.900000000000000000e+01 8.156518568564823379e-01 6.360223914324694000e-03
3.000000000000000000e+01 8.240306449695253832e-01 6.415350365527672585e-03
