1.000000000000000000e+00 1.332321327004024614e-01
2.000000000000000000e+00 1.510987602257182483e-01
3.000000000000000000e+00 1.514553859130905455e-01
4.000000000000000000e+00 1.509106986641261527e-01
5.000000000000000000e+00 1.484369321438752665e-01
6.000000000000000000e+00 1.601456589335424063e-01
7.000000000000000000e+00 1.545455753532658516e-01
8.000000000000000000e+00 1.556954913728902101e-01
9.000000000000000000e+00 1.601946284218432881e-01
1.000000000000000000e+01 1.495554759533386513e-01
1.100000000000000000e+01 1.585195653159187923e-01
1.200000000000000000e+01 1.541199013947452123e-01
1.300000000000000000e+01 1.533506923254505105e-01
1.400000000000000000e+01 1.487436814385514894e-01
1.500000000000000000e+01 1.588426153106608785e-01
1.600000000000000000e+01 1.541703288593970211e-01
1.700000000000000000e+01 1.563266108845793312e-01
1.800000000000000000e+01 1.570956331473552514e-01
1.900000000000000000e+01 1.503319349744719757e-01
2.000000000000000000e+01 1.556544093068131240e-01
2.100000000000000000e+01 1.569921696854126580e-01
2.200000000000000000e+01 1.548400204084907361e-01
2.300000000000000000e+01 1.570257527216223359e-01
2.400000000000000000e+01 1.585685061531338091e-01
2.500000000000000000e+01 1.479801242915099180e-01
2.600000000000000000e+01 1.551281399497964619e-01
2.700000000000000000e+01 1.554313615766784451e-01
2.800000000000000000e+01 1.544515728577959268e-01
2.900000000000000000e+01 1.515743890551063122e-01
3.000000000000000000e+01 1.500590784497337626e-01
3.100000000000000000e+01 1.514147458464778495e-01
3.200000000000000000e+01 1.550579504385018181e-01
3.300000000000000000e+01 1.596755385270251515e-01
3.400000000000000000e+01 1.643199580554030315e-01
3.500000000000000000e+01 1.590227205428083879e-01
3.600000000000000000e+01 1.556159042976846818e-01
3.700000000000000000e+01 1.562832442185323190e-01
3.800000000000000000e+01 1.585798206964318668e-01
3.900000000000000000e+01 1.506650458942819237e-01
4.000000000000000000e+01 1.573903432178631601e-01
4.100000000000000000e+01 1.546500420633849238e-01
4.200000000000000000e+01 1.623229092253926642e-01
4.300000000000000000e+01 1.497897878223574397e-01
4.400000000000000000e+01 1.577851329107445577e-01
4.500000000000000000e+01 1.590385603701535699e-01
4.600000000000000000e+01 1.524574908044599442e-01
4.700000000000000000e+01 1.534458390358691415e-01
4.800000000000000000e+01 1.633154368512009791e-01
4.900000000000000000e+01 1.535695888801139886e-01
5.000000000000000000e+01 1.527498386866531499e-01
5.100000000000000000e+01 1.558364818976579469e-01
5.200000000000000000e+01 1.576975171217280813e-01
5.300000000000000000e+01 1.494854247864371710e-01
5.400000000000000000e+01 1.538575990266613513e-01
5.500000000000000000e+01 1.600533388301085269e-01
5.600000000000000000e+01 1.484247553367907535e-01
5.700000000000000000e+01 1.524929871207154342e-01
5.800000000000000000e+01 1.559081039455476603e-01
5.900000000000000000e+01 1.587126638691153391e-01
6.000000000000000000e+01 1.516961292072890322e-01
6.100000000000000000e+01 1.550758213429788146e-01
6.200000000000000000e+01 1.578405586351290524e-01
6.300000000000000000e+01 1.581771694033943521e-01
6.400000000000000000e+01 1.579354129783873129e-01
6.500000000000000000e+01 1.538242774661425782e-01
6.600000000000000000e+01 1.628811306294123962e-01
6.700000000000000000e+01 1.591509227553420669e-01
6.800000000000000000e+01 1.571701727674092164e-01
6.900000000000000000e+01 1.566745524602027873e-01
7.000000000000000000e+01 1.506523295348896341e-01
7.100000000000000000e+01 1.492527752994197709e-01
7.200000000000000000e+01 1.481966411930837613e-01
7.300000000000000000e+01 1.628564931393508552e-01
7.400000000000000000e+01 1.507806662401130759e-01
7.500000000000000000e+01 1.559361785109651122e-01
7.600000000000000000e+01 1.545886199308993403e-01
7.700000000000000000e+01 1.481573622957588210e-01
7.800000000000000000e+01 1.546457133572678444e-01
7.900000000000000000e+01 1.591836879942900851e-01
8.000000000000000000e+01 1.628179221062732995e-01
8.100000000000000000e+01 1.548731381895651626e-01
8.200000000000000000e+01 1.586125494695214133e-01
8.300000000000000000e+01 1.577179196822039720e-01
8.400000000000000000e+01 1.637227001296197859e-01
8.500000000000000000e+01 1.634970942511082270e-01
8.600000000000000000e+01 1.532741165740437173e-01
8.700000000000000000e+01 1.508105422429194820e-01
8.800000000000000000e+01 1.540226030215901543e-01
8.900000000000000000e+01 1.625910136233920666e-01
9.000000000000000000e+01 1.571254670760048044e-01
9.100000000000000000e+01 1.523766888995551905e-01
9.200000000000000000e+01 1.573602625465687077e-01
9.300000000000000000e+01 1.567182264955822302e-01
9.400000000000000000e+01 1.631165031458336467e-01
9.500000000000000000e+01 1.621821009722829998e-01
9.600000000000000000e+01 1.561352929554753743e-01
9.700000000000000000e+01 1.619758657705588634e-01
9.800000000000000000e+01 1.588147709873430624e-01
9.900000000000000000e+01 1.568659958888470873e-01
1.000000000000000000e+02 1.563378293181203749e-01
