2.500000000000000000e-01 9.405915012021925925e-01 8.982757032006780541e-04
5.000000000000000000e-01 8.805984679715092023e-01 1.844902406749831560e-03
7.500000000000000000e-01 8.179597882133436970e-01 2.752856742591873983e-03
1.000000000000000000e+00 7.602769050978485099e-01 3.483228088973550421e-03
1.250000000000000000e+00 6.972579168620641754e-01 4.438335461117761012e-03
1.500000000000000000e+00 6.309870894261109253e-01 5.588145137130367916e-03
1.750000000000000000e+00 5.755485982044776794e-01 6.341249374280804457e-03
2.000000000000000000e+00 5.187958027858898813e-01 6.673581438175760910e-03
2.250000000000000000e+00 4.788166064749077022e-01 7.018840675587364845e-03
2.500000000000000000e+00 4.342084212911894170e-01 7.670669500777159075e-03
2.750000000000000000e+00 3.725059273457811404e-01 8.134508206736931757e-03
3.000000000000000000e+00 3.537364594173110777e-01 7.503805208492751386e-03
3.250000000000000000e+00 3.202262890971565579e-01 7.501266193240272231e-03
3.500000000000000000e+00 2.837470570133600045e-01 7.535591302013664415e-03
3.750000000000000000e+00 2.958439479698565799e-01 8.733474748480333019e-03
4.000000000000000000e+00 2.524163988898825983e-01 7.783245346236957775e-03
4.250000000000000000e+00 2.496646194794455709e-01 7.726454723473100659e-03
4.500000000000000000e+00 2.366882613372022770e-01 7.459696212965689389e-03
4.750000000000000000e+00 2.263477505945844237e-01 7.729426590553799617e-03
5.000000000000000000e+00 2.057553362099977801e-01 8.024254282315542233e-03
5.250000000000000000e+00 1.894321083333143918e-01 7.238305275835178049e-03
5.500000000000000000e+00 1.912555097553367833e-01 7.849957064210285815e-03
5.750000000000000000e+00 1.832798898585399350e-01 7.257653087959023940e-03
6.000000000000000000e+00 1.771363575690067527e-01 7.391442306029906081e-03
6.250000000000000000e+00 1.729019487702045110e-01 7.353332905041985550e-03
6.500000000000000000e+00 1.619368924944256660e-01 7.097303595745349872e-03
6.750000000000000000e+00 1.440252136487026879e-01 7.607739611169924213e-03
7.000000000000000000e+00 1.483368455653437112e-01 7.636293453410263055e-03

