2.500000000000000000e-01 9.056980798221780926e-01 4.698180195324402203e-03
5.000000000000000000e-01 8.175863355976102920e-01 1.003623952084427631e-02
7.500000000000000000e-01 7.486715340252597661e-01 1.246468215040022302e-02
1.000000000000000000e+00 6.284942629485569254e-01 2.089697047475672781e-02
1.250000000000000000e+00 5.583443910876666472e-01 2.327665821859003017e-02
1.500000000000000000e+00 5.454382317482738829e-01 2.163953505041256095e-02
1.750000000000000000e+00 4.948538548460791331e-01 2.403459953639354788e-02
2.000000000000000000e+00 4.162049254789743635e-01 2.665529494833102087e-02
2.250000000000000000e+00 3.982489707998069783e-01 2.646551304570245525e-02
2.500000000000000000e+00 3.599701116074587870e-01 2.513881240101778491e-02
2.750000000000000000e+00 3.091283635860709311e-01 2.770504347883750995e-02
3.000000000000000000e+00 3.022198683841600952e-01 2.828459839410839283e-02
3.250000000000000000e+00 3.073841004945220834e-01 2.757767303691641830e-02
3.500000000000000000e+00 2.397232923155619699e-01 3.124909690581180802e-02
3.750000000000000000e+00 2.318850864794727851e-01 3.123431690563942612e-02
4.000000000000000000e+00 1.847716401194793023e-01 3.145721455812786060e-02
4.250000000000000000e+00 2.162214718766359289e-01 3.165695719656116958e-02
4.500000000000000000e+00 2.235970119557924018e-01 2.979393070467056467e-02
4.750000000000000000e+00 1.953555329996154999e-01 3.126715918606778888e-02
5.000000000000000000e+00 2.252735504081025408e-01 2.784248073733890452e-02
5.250000000000000000e+00 1.772390126998065751e-01 3.136073606288124899e-02
5.500000000000000000e+00 2.172881263637514437e-01 3.068472319348157507e-02
5.750000000000000000e+00 2.240604021540598956e-01 2.805709680895222477e-02
6.000000000000000000e+00 1.443874826334915207e-01 3.151707336868061343e-02
6.250000000000000000e+00 1.458047388078432816e-01 3.209051703013575396e-02
6.500000000000000000e+00 1.577960631932898428e-01 2.993396581999520356e-02
6.750000000000000000e+00 1.441215458605830113e-01 2.854627741726362480e-02
7.000000000000000000e+00 1.446359032755647755e-01 3.059847753086802555e-02
