2.500000000000000000e-01 9.061225464007888197e-01 2.466355753755805971e-03
5.000000000000000000e-01 8.266007518142649557e-01 4.570395931421129994e-03
7.500000000000000000e-01 7.336320678924872496e-01 7.040376233042159454e-03
1.000000000000000000e+00 6.537491824898583603e-01 8.706572803549361694e-03
1.250000000000000000e+00 5.948925837570316899e-01 1.020868550167382781e-02
1.500000000000000000e+00 5.371681378815214014e-01 1.118377407436682916e-02
1.750000000000000000e+00 4.966106810516000003e-01 1.207262606838056980e-02
2.000000000000000000e+00 4.463948628448708988e-01 1.317814261065404675e-02
2.250000000000000000e+00 3.768086558027520239e-01 1.362785285874824025e-02
2.500000000000000000e+00 3.624108072884766329e-01 1.400863812882092822e-02
2.750000000000000000e+00 3.115311078445333060e-01 1.465628675512430958e-02
3.000000000000000000e+00 3.077106199101508066e-01 1.447294547831150767e-02
3.250000000000000000e+00 3.010390641922462973e-01 1.470695004240348339e-02
3.500000000000000000e+00 3.001998275065480559e-01 1.457036432408932193e-02
3.750000000000000000e+00 2.760970256983844573e-01 1.490163719700598501e-02
4.000000000000000000e+00 2.470721950675495437e-01 1.538943965165429952e-02
4.250000000000000000e+00 2.323092179543432279e-01 1.486141891597891375e-02
4.500000000000000000e+00 2.183516163683333622e-01 1.489178986115750544e-02
4.750000000000000000e+00 2.050838859171378314e-01 1.587799677873276763e-02
5.000000000000000000e+00 2.076167372808180311e-01 1.578777239709817579e-02
5.250000000000000000e+00 2.012928434303254688e-01 1.529150330168876741e-02
5.500000000000000000e+00 1.978631670044988244e-01 1.559238424355211677e-02
5.750000000000000000e+00 1.692497935662445885e-01 1.580563506174591931e-02
6.000000000000000000e+00 1.714718057620336911e-01 1.554665984683797735e-02
6.250000000000000000e+00 1.570969211664066389e-01 1.564308761281583623e-02
6.500000000000000000e+00 1.474345631050916205e-01 1.565367887000707059e-02
6.750000000000000000e+00 1.450902082363122458e-01 1.573141458354375063e-02
7.000000000000000000e+00 1.548318391556549878e-01 1.588588778970531287e-02
